txn_dt,brkr_id,cli_id,scrip,direction,units,rate_inr,net_val_inr
26-Nov-25,OMEGA_BROKING,CL365097,RELIANCE,B,369,2699.16,995990.04
2025-11-26,OMEGA_BROKING,CL753200,LT,B,36,2521.42,90771.12
20/11/2025,BETA_INVEST,CL538060,ICICIBANK,B,179,1799.57,322123.03
25-Nov-25,ALPHA_SEC,CL497009,INFY,S,373,144.8,54010.4
2025-11-22,BETA_INVEST,CL572436,ICICIBANK,S,234,1490.65,348812.1
11-23-2025,DELTA_TRADES,CL318554,ITC,B,5,1141.17,5705.85
11-29-2025,BETA_INVEST,CL747154,LT,S,320,1964.58,628665.6
11-23-2025,BETA_INVEST,CL422034,INFY,B,165,129.35,21342.75
11-21-2025,ALPHA_SEC,CL620974,SBIN,S,306,1395.37,426983.22
26-Nov-25,BETA_INVEST,CL894970,ITC,B,216,212.94,45995.04
11-29-2025,BETA_INVEST,CL967318,ITC,B,20,1321.58,26431.6
11-22-2025,OMEGA_BROKING,CL830640,AXISBANK,B,138,1639.34,226228.92
26-Nov-25,OMEGA_BROKING,CL297733,LT,B,154,1335.68,205694.72
22/11/2025,OMEGA_BROKING,CL026835,HDFC,B,253,716.55,181287.15
24-Nov-25,OMEGA_BROKING,CL331389,RELIANCE,S,44,467.58,20573.52
23/11/2025,OMEGA_BROKING,CL336420,TATAMOTORS,S,225,255.49,57485.25
11-20-2025,DELTA_TRADES,CL184361,HDFC,B,23,558.4,12843.2
2025-11-23,ALPHA_SEC,CL200470,INFY,S,67,905.44,60664.48
22/11/2025,OMEGA_BROKING,CL592171,HDFC,S,31,329.46,10213.26
2025-11-24,OMEGA_BROKING,CL413355,ITC,S,1,2175.86,2175.86
2025-11-21,OMEGA_BROKING,CL629795,AXISBANK,B,231,1900.52,439020.12
2025-11-25,OMEGA_BROKING,CL592527,RELIANCE,S,344,1956.74,673118.56
21/11/2025,ALPHA_SEC,CL359181,HDFC,S,216,2576.03,556422.48
21/11/2025,ALPHA_SEC,CL106491,SBIN,B,48,660.5,31704.0
23-Nov-25,DELTA_TRADES,CL349179,ITC,S,184,1496.08,275278.72
25/11/2025,BETA_INVEST,CL803702,TATAMOTORS,B,192,2440.72,468618.24
2025-11-22,DELTA_TRADES,CL389286,RELIANCE,B,42,555.98,23351.16
11-25-2025,ALPHA_SEC,CL483691,TATAMOTORS,S,152,276.49,42026.48
2025-11-20,OMEGA_BROKING,CL962806,ICICIBANK,S,357,1104.9,394449.3
22/11/2025,OMEGA_BROKING,CL326878,KOTAKBANK,B,108,594.62,64218.96
24-Nov-25,DELTA_TRADES,CL061272,ICICIBANK,B,315,869.42,273867.3
21-Nov-25,ALPHA_SEC,CL956359,AXISBANK,B,240,2216.99,532077.6
2025-11-29,ALPHA_SEC,CL218333,TATAMOTORS,S,361,1279.27,
24/11/2025,BETA_INVEST,CL725499,ICICIBANK,S,215,1675.4,360211.0
26-Nov-25,ALPHA_SEC,CL909083,LT,B,73,170.79,12467.67
21/11/2025,BETA_INVEST,CL867068,INFY,S,213,2543.09,541678.17
2025-11-25,ALPHA_SEC,CL646180,LT,B,291,1881.76,547592.16
21-Nov-25,BETA_INVEST,CL138977,AXISBANK,B,309,809.28,250067.52
25/11/2025,DELTA_TRADES,CL026143,ITC,S,336,1853.01,622611.36
2025-11-22,BETA_INVEST,CL972450,SBIN,S,160,856.01,136961.6
2025-11-25,BETA_INVEST,CL567589,KOTAKBANK,S,22,1617.75,35590.5
2025-11-23,ALPHA_SEC,CL925671,INFY,S,396,1029.08,407515.68
25-Nov-25,OMEGA_BROKING,CL640137,LT,B,21,2113.5,44383.5
2025-11-25,ALPHA_SEC,CL035192,ITC,B,118,2567.67,302985.06
11-22-2025,ALPHA_SEC,CL128860,INFY,B,392,1667.7,653738.4
11-26-2025,DELTA_TRADES,CL523908,ITC,B,397,1061.02,421224.94
25/11/2025,BETA_INVEST,CL923145,HDFC,S,86,144.41,12419.26
11-22-2025,ALPHA_SEC,CL744134,ICICIBANK,B,115,2287.75,263091.25
11-26-2025,BETA_INVEST,CL191484,KOTAKBANK,B,34,1202.71,40892.14
2025-11-24,ALPHA_SEC,CL328100,TATAMOTORS,S,156,1323.05,206395.8
25/11/2025,DELTA_TRADES,CL318240,ITC,B,397,1172.58,465514.26
23/11/2025,ALPHA_SEC,CL674976,ICICIBANK,S,311,1782.7,554419.7
20-Nov-25,OMEGA_BROKING,CL998101,ITC,S,318,1208.4,384271.2
22/11/2025,OMEGA_BROKING,CL499353,ICICIBANK,S,192,121.31,23291.52
24/11/2025,OMEGA_BROKING,CL097995,RELIANCE,S,287,236.68,67927.16
22/11/2025,BETA_INVEST,CL912148,SBIN,B,98,231.34,22671.32
22-Nov-25,ALPHA_SEC,CL185367,TATAMOTORS,B,328,1915.86,628402.08
2025-11-29,ALPHA_SEC,CL701538,AXISBANK,B,15,564.55,8468.25
24/11/2025,BETA_INVEST,CL426227,LT,B,237,1399.16,331600.92
2025-11-26,OMEGA_BROKING,CL393129,TATAMOTORS,S,69,118.03,8144.07
11-26-2025,OMEGA_BROKING,CL705936,INFY,S,102,2582.1,263374.2
25-Nov-25,BETA_INVEST,CL390594,RELIANCE,S,277,1635.82,453122.14
2025-11-22,OMEGA_BROKING,CL424112,INFY,S,52,1524.22,79259.44
26-Nov-25,OMEGA_BROKING,CL103889,RELIANCE,B,6,911.12,5466.72
2025-11-23,ALPHA_SEC,CL332815,SBIN,S,71,351.61,24964.31
20-Nov-25,BETA_INVEST,CL248641,LT,B,375,1180.39,442646.25
25-Nov-25,DELTA_TRADES,CL505307,SBIN,S,351,275.04,96539.04
11-24-2025,ALPHA_SEC,CL440461,ICICIBANK,B,41,1815.2,74423.2
22-Nov-25,OMEGA_BROKING,CL084105,AXISBANK,S,75,984.72,73854.0
2025-11-26,ALPHA_SEC,CL422239,AXISBANK,S,56,349.19,19554.64
24-Nov-25,OMEGA_BROKING,CL912264,RELIANCE,S,210,906.32,190327.2
11-20-2025,DELTA_TRADES,CL552683,KOTAKBANK,S,239,473.81,113240.59
20-Nov-25,BETA_INVEST,CL016312,ICICIBANK,S,152,2096.54,318674.08
11-22-2025,OMEGA_BROKING,CL810491,SBIN,B,341,2566.61,875214.01
11-20-2025,DELTA_TRADES,CL444566,ITC,B,389,1648.99,641457.11
2025-11-26,DELTA_TRADES,CL077902,INFY,S,54,2259.49,122012.46
26-Nov-25,BETA_INVEST,CL652059,ICICIBANK,S,139,366.65,50964.35
2025-11-23,BETA_INVEST,CL578181,INFY,B,285,2468.68,703573.8
11-23-2025,ALPHA_SEC,CL776223,TATAMOTORS,B,304,289.6,88038.4
21-Nov-25,OMEGA_BROKING,CL973107,RELIANCE,S,80,2613.25,209060.0
20-Nov-25,OMEGA_BROKING,CL486989,RELIANCE,B,309,2581.0,797529.0
23/11/2025,ALPHA_SEC,CL778300,LT,B,107,444.52,47563.64
25/11/2025,DELTA_TRADES,CL077149,LT,B,171,1050.27,179596.17
11-25-2025,ALPHA_SEC,CL437670,ITC,B,198,2702.23,535041.54
2025-11-26,ALPHA_SEC,CL377475,TATAMOTORS,S,383,1733.25,663834.75
11-22-2025,OMEGA_BROKING,CL916559,ITC,S,338,2377.67,803652.46
2025-11-25,DELTA_TRADES,CL986784,ICICIBANK,B,309,1575.51,486832.59
21/11/2025,BETA_INVEST,CL693913,HDFC,S,354,438.73,155310.42
21-Nov-25,DELTA_TRADES,CL593473,KOTAKBANK,S,325,2039.96,662987.0
21/11/2025,OMEGA_BROKING,CL138983,ICICIBANK,B,72,2435.29,175340.88
26/11/2025,BETA_INVEST,CL107724,TATAMOTORS,S,360,1911.92,688291.2
24-Nov-25,ALPHA_SEC,CL818656,INFY,S,238,1185.38,282120.44
11-22-2025,BETA_INVEST,CL694808,INFY,B,344,437.02,150334.88
26-Nov-25,OMEGA_BROKING,CL189237,TATAMOTORS,B,15,1975.47,29632.05
11-26-2025,ALPHA_SEC,CL419638,AXISBANK,B,89,1546.1,137602.9
2025-11-25,DELTA_TRADES,CL855402,ITC,B,74,2558.08,189297.92
2025-11-24,OMEGA_BROKING,CL943407,AXISBANK,S,395,1801.17,711462.15
2025-11-24,DELTA_TRADES,CL903718,LT,B,250,2044.39,511097.5
11-26-2025,ALPHA_SEC,CL274843,LT,S,272,2710.77,737329.44
11-21-2025,BETA_INVEST,CL511600,LT,B,355,1081.6,383968.0
21/11/2025,ALPHA_SEC,CL788035,SBIN,S,138,166.19,22934.22
25/11/2025,DELTA_TRADES,CL856074,HDFC,B,269,2221.52,597588.88
2025-11-21,ALPHA_SEC,CL764975,ITC,S,188,271.21,50987.48
24/11/2025,ALPHA_SEC,CL715391,RELIANCE,S,10,2582.03,25820.3
21/11/2025,OMEGA_BROKING,CL828247,ICICIBANK,B,112,2770.51,310297.12
25-Nov-25,DELTA_TRADES,CL054246,HDFC,S,292,1497.64,437310.88
29-Nov-25,BETA_INVEST,CL179113,RELIANCE,S,364,1236.87,450220.68
22/11/2025,OMEGA_BROKING,CL100091,HDFC,S,135,2297.71,310190.85
24/11/2025,BETA_INVEST,CL450669,TATAMOTORS,B,359,944.38,339032.42
2025-11-24,OMEGA_BROKING,CL555842,TATAMOTORS,B,143,2178.29,
21/11/2025,ALPHA_SEC,CL973659,TATAMOTORS,B,253,1604.05,405824.65
21-Nov-25,OMEGA_BROKING,CL557450,KOTAKBANK,S,351,1946.31,683154.81
20-Nov-25,ALPHA_SEC,CL419999,KOTAKBANK,B,66,2587.98,170806.68
11-25-2025,OMEGA_BROKING,CL517586,TATAMOTORS,B,266,534.91,142286.06
11-21-2025,DELTA_TRADES,CL543379,ITC,S,194,990.9,192234.6
2025-11-21,ALPHA_SEC,CL696246,ITC,B,74,2071.99,153327.26
2025-11-20,ALPHA_SEC,CL831378,INFY,B,303,2658.29,805461.87
2025-11-24,DELTA_TRADES,CL912646,SBIN,B,141,2690.05,379297.05
2025-11-26,OMEGA_BROKING,CL361218,LT,B,264,1798.75,474870.0
11-25-2025,BETA_INVEST,CL283518,TATAMOTORS,S,295,1747.44,515494.8
20-Nov-25,OMEGA_BROKING,CL095642,ITC,B,267,1651.62,440982.54
23/11/2025,BETA_INVEST,CL675963,AXISBANK,B,400,2399.42,959768.0
21-Nov-25,DELTA_TRADES,CL159449,ITC,B,310,1216.88,377232.8
11-26-2025,DELTA_TRADES,CL056415,HDFC,S,203,756.72,153614.16
29/11/2025,ALPHA_SEC,CL595519,RELIANCE,S,303,1845.48,559180.44
11-21-2025,OMEGA_BROKING,CL481070,SBIN,S,94,2500.47,235044.18
26-Nov-25,OMEGA_BROKING,CL900490,TATAMOTORS,B,395,1189.09,469690.55
29/11/2025,BETA_INVEST,CL903779,RELIANCE,S,67,1140.98,76445.66
23/11/2025,ALPHA_SEC,CL561553,INFY,B,349,512.11,178726.39
11-26-2025,BETA_INVEST,CL522793,KOTAKBANK,S,193,741.13,143038.09
2025-11-23,ALPHA_SEC,CL202713,LT,S,341,2659.5,906889.5
11-26-2025,BETA_INVEST,CL163975,KOTAKBANK,S,186,261.34,48609.24
11-22-2025,ALPHA_SEC,CL917646,INFY,B,67,2239.03,150015.01
20-Nov-25,BETA_INVEST,CL901788,ICICIBANK,B,350,1942.8,679980.0
26-Nov-25,DELTA_TRADES,CL112588,SBIN,B,256,1294.86,331484.16
2025-11-23,BETA_INVEST,CL894402,KOTAKBANK,S,153,2192.12,335394.36
22-Nov-25,OMEGA_BROKING,CL799511,TATAMOTORS,B,314,595.15,186877.1
2025-11-24,OMEGA_BROKING,CL952672,INFY,S,51,509.69,25994.19
22-Nov-25,BETA_INVEST,CL486587,LT,S,218,187.04,40774.72
11-22-2025,BETA_INVEST,CL441081,AXISBANK,S,4,1286.03,5144.12
20/11/2025,DELTA_TRADES,CL374757,LT,B,21,1737.5,33548.72
29/11/2025,OMEGA_BROKING,CL046368,RELIANCE,S,188,1962.24,368901.12
24/11/2025,BETA_INVEST,CL502084,RELIANCE,B,188,1949.46,366498.48
2025-11-23,BETA_INVEST,CL905389,INFY,S,226,2217.34,501118.84
2025-11-23,ALPHA_SEC,CL030330,KOTAKBANK,S,150,1813.48,272022.0
2025-11-21,OMEGA_BROKING,CL112943,ITC,B,14,563.44,7888.16
23-Nov-25,OMEGA_BROKING,CL641487,RELIANCE,S,245,2545.8,623721.0
11-24-2025,BETA_INVEST,CL472931,RELIANCE,S,319,553.68,176623.92
24/11/2025,BETA_INVEST,CL509264,ICICIBANK,B,16,774.73,12395.68
2025-11-25,BETA_INVEST,CL553650,ITC,S,331,2217.03,733836.93
2025-11-23,DELTA_TRADES,CL131398,INFY,S,79,1025.04,80978.16
2025-11-24,OMEGA_BROKING,CL554926,ITC,S,298,1866.99,556363.02
11-24-2025,ALPHA_SEC,CL357688,LT,B,361,1948.99,703585.39
11-29-2025,ALPHA_SEC,CL651823,HDFC,S,209,2572.62,537677.58
24/11/2025,OMEGA_BROKING,CL566325,TATAMOTORS,B,18,1298.61,23374.98
2025-11-25,DELTA_TRADES,CL379588,ITC,B,239,1152.94,275552.66
25/11/2025,ALPHA_SEC,CL485235,TATAMOTORS,S,92,1614.05,148492.6
25/11/2025,BETA_INVEST,CL346932,ICICIBANK,B,290,1978.39,573733.1
2025-11-20,OMEGA_BROKING,CL320198,KOTAKBANK,B,161,852.61,137270.21
2025-11-22,BETA_INVEST,CL659182,RELIANCE,B,386,1106.83,427236.38
24-Nov-25,DELTA_TRADES,CL012432,SBIN,S,252,1446.84,510522.52
20-Nov-25,OMEGA_BROKING,CL825931,KOTAKBANK,B,386,1524.09,588298.74
25-Nov-25,OMEGA_BROKING,CL088207,LT,B,378,1457.58,550965.24
2025-11-24,DELTA_TRADES,CL905023,HDFC,B,391,609.41,238279.31
26-Nov-25,ALPHA_SEC,CL515893,ICICIBANK,S,15,2194.05,32910.75
23/11/2025,BETA_INVEST,CL707513,INFY,S,333,788.51,262573.83
11-22-2025,BETA_INVEST,CL256413,LT,S,34,1521.47,51729.98
22/11/2025,DELTA_TRADES,CL026338,RELIANCE,B,25,117.0,2925.0
2025-11-23,BETA_INVEST,CL856995,TATAMOTORS,S,117,2306.94,269911.98
11-22-2025,DELTA_TRADES,CL094780,INFY,S,172,1706.55,293526.6
21/11/2025,BETA_INVEST,CL015788,ITC,S,198,1627.62,322268.76
11-22-2025,DELTA_TRADES,CL026565,AXISBANK,B,362,1510.87,546934.94
20/11/2025,OMEGA_BROKING,CL775034,INFY,S,268,597.88,160231.84
22/11/2025,DELTA_TRADES,CL738643,AXISBANK,S,46,671.98,30911.08
25/11/2025,OMEGA_BROKING,CL402558,ITC,S,140,2498.92,349848.8
24/11/2025,OMEGA_BROKING,CL450096,INFY,B,281,1861.82,523171.42
25/11/2025,ALPHA_SEC,CL112576,AXISBANK,S,216,1311.46,292987.01
23-Nov-25,BETA_INVEST,CL039726,ICICIBANK,S,77,1305.8,100546.6
22/11/2025,ALPHA_SEC,CL601372,RELIANCE,S,172,1558.32,268031.04
21/11/2025,DELTA_TRADES,CL784478,ICICIBANK,S,61,2740.54,167172.94
25/11/2025,DELTA_TRADES,CL224369,HDFC,S,26,2733.6,71073.6
2025-11-22,BETA_INVEST,CL089883,SBIN,S,368,1251.67,460614.56
20/11/2025,DELTA_TRADES,CL566259,TATAMOTORS,B,388,1696.9,658397.2
2025-11-22,DELTA_TRADES,CL026554,ITC,B,80,1963.73,157098.4
22/11/2025,DELTA_TRADES,CL493572,ITC,B,79,2224.9,175767.1
26/11/2025,OMEGA_BROKING,CL160972,ITC,S,301,833.05,250748.05
11-24-2025,ALPHA_SEC,CL348379,AXISBANK,S,326,2314.47,754517.22
2025-11-25,OMEGA_BROKING,CL575483,KOTAKBANK,S,342,1832.84,626831.28
25-Nov-25,OMEGA_BROKING,CL707292,KOTAKBANK,S,231,629.9,145506.9
2025-11-21,OMEGA_BROKING,CL000793,ITC,B,201,1337.22,268781.22
2025-11-20,OMEGA_BROKING,CL765332,ITC,S,112,609.74,68290.88
2025-11-22,ALPHA_SEC,CL932906,SBIN,B,265,1923.51,509730.15
11-22-2025,BETA_INVEST,CL390670,ICICIBANK,B,198,2312.58,457890.84
11-22-2025,DELTA_TRADES,CL282681,TATAMOTORS,S,74,1415.79,104768.46
11-25-2025,BETA_INVEST,CL420687,ITC,S,394,1082.7,426583.8
2025-11-25,ALPHA_SEC,CL699193,AXISBANK,S,232,1783.74,413827.68
11-22-2025,OMEGA_BROKING,CL675236,ICICIBANK,B,181,2265.37,410031.97
22-Nov-25,BETA_INVEST,CL715263,ITC,B,179,542.63,97130.77
11-26-2025,DELTA_TRADES,CL148355,TATAMOTORS,B,64,2535.48,162270.72
2025-11-23,DELTA_TRADES,CL894566,ITC,B,309,708.38,218889.42
26-Nov-25,DELTA_TRADES,CL369670,SBIN,S,354,2555.67,904707.18
21/11/2025,ALPHA_SEC,CL106201,SBIN,S,305,922.69,281420.45
22/11/2025,DELTA_TRADES,CL426620,TATAMOTORS,S,89,516.99,65140.52
2025-11-26,ALPHA_SEC,CL375622,ICICIBANK,B,160,559.74,89558.4
2025-11-26,DELTA_TRADES,CL205703,LT,S,278,1216.96,338314.88
22/11/2025,BETA_INVEST,CL462457,ITC,S,56,976.23,54668.88
2025-11-29,ALPHA_SEC,CL577656,RELIANCE,S,89,2268.99,201940.11
22/11/2025,DELTA_TRADES,CL440759,TATAMOTORS,B,43,2487.53,136444.32
2025-11-25,ALPHA_SEC,CL417573,LT,B,132,1443.32,127152.75
11-20-2025,DELTA_TRADES,CL951734,ICICIBANK,B,236,1797.44,424195.84
11-24-2025,OMEGA_BROKING,CL930435,ITC,S,238,1785.84,425029.92
20-Nov-25,OMEGA_BROKING,CL268571,ICICIBANK,B,96,404.88,38868.48
23-Nov-25,BETA_INVEST,CL039422,ITC,B,28,1477.28,41363.84
25/11/2025,ALPHA_SEC,CL767865,ICICIBANK,B,212,1472.03,312070.36
2025-11-23,ALPHA_SEC,CL909234,ICICIBANK,B,355,2680.09,951431.95
2025-11-24,BETA_INVEST,CL767522,HDFC,S,391,983.6,384587.6
22-Nov-25,OMEGA_BROKING,CL980853,RELIANCE,B,386,125.68,48512.48
21/11/2025,DELTA_TRADES,CL688478,LT,B,156,2614.0,407784.0
23-Nov-25,ALPHA_SEC,CL899108,LT,S,55,202.97,11163.35
24-Nov-25,OMEGA_BROKING,CL505627,TATAMOTORS,B,135,1499.72,202462.2
2025-11-21,ALPHA_SEC,CL953467,AXISBANK,B,37,1057.04,39110.48
20-Nov-25,ALPHA_SEC,CL061274,HDFC,B,343,1568.7,538064.1
26-Nov-25,OMEGA_BROKING,CL794068,TATAMOTORS,S,290,2059.26,597185.4
29-Nov-25,DELTA_TRADES,CL963211,RELIANCE,B,145,557.1,80779.5
20/11/2025,DELTA_TRADES,CL437010,ICICIBANK,B,29,128.89,3737.81
11-25-2025,BETA_INVEST,CL378106,LT,S,98,1312.52,128626.96
22-Nov-25,DELTA_TRADES,CL795158,KOTAKBANK,B,82,570.21,46757.22
25/11/2025,DELTA_TRADES,CL699219,TATAMOTORS,S,72,840.27,
26/11/2025,OMEGA_BROKING,CL924315,KOTAKBANK,S,117,438.7,51327.9
20-Nov-25,OMEGA_BROKING,CL884711,TATAMOTORS,S,36,2498.19,89934.84
21-Nov-25,OMEGA_BROKING,CL520014,INFY,B,75,213.43,16007.25
11-22-2025,OMEGA_BROKING,CL860248,RELIANCE,B,67,918.9,61566.3
2025-11-25,BETA_INVEST,CL988075,TATAMOTORS,B,32,1315.52,42096.64
22-Nov-25,ALPHA_SEC,CL124627,ICICIBANK,B,81,1225.75,99285.75
2025-11-20,DELTA_TRADES,CL689544,TATAMOTORS,B,193,1352.48,261028.64
26-Nov-25,ALPHA_SEC,CL257028,RELIANCE,S,383,1095.85,353803.37
20/11/2025,BETA_INVEST,CL903540,ICICIBANK,B,281,1975.38,555081.78
11-20-2025,OMEGA_BROKING,CL710302,SBIN,S,389,309.06,120224.34
22-Nov-25,ALPHA_SEC,CL000770,LT,B,394,273.49,107755.06
2025-11-24,DELTA_TRADES,CL768138,LT,S,14,1328.16,18594.24
25/11/2025,ALPHA_SEC,CL655776,ITC,B,59,1617.53,95434.27
11-21-2025,DELTA_TRADES,CL654055,AXISBANK,B,239,2656.17,634824.63
2025-11-25,DELTA_TRADES,CL312980,HDFC,S,2,2360.94,4721.88
11-23-2025,BETA_INVEST,CL428095,TATAMOTORS,B,99,1880.22,186141.78
20-Nov-25,OMEGA_BROKING,CL588072,LT,S,383,1970.64,754755.12
23-Nov-25,ALPHA_SEC,CL397668,LT,B,376,2411.13,906584.88
24-Nov-25,ALPHA_SEC,CL384075,ITC,B,205,1354.21,
11-21-2025,ALPHA_SEC,CL897305,ITC,B,27,144.66,3905.82
22/11/2025,ALPHA_SEC,CL842275,LT,S,207,792.47,164041.29
11-26-2025,BETA_INVEST,CL855553,TATAMOTORS,B,327,1385.7,453123.9
11-25-2025,ALPHA_SEC,CL866653,AXISBANK,S,72,1665.28,119900.16
11-26-2025,ALPHA_SEC,CL090180,HDFC,B,332,2034.5,675454.0
11-24-2025,DELTA_TRADES,CL208511,AXISBANK,B,67,976.22,65406.74
24/11/2025,BETA_INVEST,CL830310,AXISBANK,S,213,2290.35,487844.55
2025-11-23,DELTA_TRADES,CL991510,ICICIBANK,B,13,258.8,3364.4
11-25-2025,ALPHA_SEC,CL936203,RELIANCE,B,239,1942.2,464185.8
11-20-2025,BETA_INVEST,CL205064,SBIN,B,143,1831.35,261883.05
2025-11-21,ALPHA_SEC,CL578247,ITC,S,237,1296.17,307192.29
22/11/2025,OMEGA_BROKING,CL023600,KOTAKBANK,S,160,2705.83,432932.8
20/11/2025,BETA_INVEST,CL969653,HDFC,S,73,2688.81,196283.13
2025-11-24,BETA_INVEST,CL423184,ITC,S,3,398.71,1196.13
2025-11-25,BETA_INVEST,CL888921,ICICIBANK,B,212,1425.87,302284.44
22/11/2025,ALPHA_SEC,CL938581,ITC,B,38,385.16,14636.08
20/11/2025,ALPHA_SEC,CL259284,LT,B,372,2512.03,934475.16
21-Nov-25,ALPHA_SEC,CL881310,RELIANCE,B,58,787.3,45663.4
25/11/2025,BETA_INVEST,CL596753,SBIN,B,126,1925.82,242653.32
20/11/2025,DELTA_TRADES,CL328085,AXISBANK,S,256,2736.18,700462.08
20/11/2025,DELTA_TRADES,CL195806,LT,S,172,2215.27,381026.44
24-Nov-25,DELTA_TRADES,CL400036,ICICIBANK,B,221,1889.82,417650.22
11-20-2025,ALPHA_SEC,CL176062,ICICIBANK,S,331,426.02,141012.62
26-Nov-25,OMEGA_BROKING,CL303774,INFY,S,225,2172.94,488911.5
2025-11-26,ALPHA_SEC,CL688382,RELIANCE,S,55,2765.02,152076.1
21/11/2025,DELTA_TRADES,CL529547,HDFC,S,73,1684.96,123002.08
24/11/2025,ALPHA_SEC,CL937060,ICICIBANK,S,8,1117.2,8937.6
24/11/2025,ALPHA_SEC,CL517103,TATAMOTORS,B,96,669.47,64269.12
2025-11-23,BETA_INVEST,CL993193,RELIANCE,S,383,137.0,52471.0
2025-11-26,DELTA_TRADES,CL399296,ITC,B,372,208.9,77710.8
11-21-2025,DELTA_TRADES,CL346953,KOTAKBANK,B,24,2755.66,66135.84
11-24-2025,OMEGA_BROKING,CL939952,RELIANCE,S,326,2390.6,779335.6
24-Nov-25,ALPHA_SEC,CL435812,HDFC,S,42,1975.26,82960.92
11-22-2025,OMEGA_BROKING,CL197159,ITC,S,307,2009.06,616781.42
21-Nov-25,ALPHA_SEC,CL715773,SBIN,S,98,954.2,93511.6
2025-11-22,OMEGA_BROKING,CL890478,HDFC,S,216,354.97,76673.52
20-Nov-25,BETA_INVEST,CL340070,SBIN,B,105,1406.3,
11-20-2025,BETA_INVEST,CL519330,SBIN,S,160,1572.33,251572.8
11-21-2025,DELTA_TRADES,CL394107,TATAMOTORS,B,37,615.36,22768.32
11-22-2025,BETA_INVEST,CL270588,ICICIBANK,B,91,2319.95,211115.45
2025-11-22,DELTA_TRADES,CL513522,KOTAKBANK,B,213,1690.08,359987.04
22-Nov-25,ALPHA_SEC,CL956324,SBIN,B,42,1500.93,63039.06
2025-11-22,ALPHA_SEC,CL665135,RELIANCE,S,96,2650.46,340604.95
2025-11-26,OMEGA_BROKING,CL997539,ITC,B,52,612.06,31827.12
2025-11-25,ALPHA_SEC,CL770443,RELIANCE,B,324,1290.96,418271.04
11-25-2025,DELTA_TRADES,CL577017,RELIANCE,S,269,1587.26,426972.94
22/11/2025,BETA_INVEST,CL040709,RELIANCE,B,339,547.36,185555.04
23/11/2025,DELTA_TRADES,CL528526,KOTAKBANK,S,110,280.33,30836.3
2025-11-22,BETA_INVEST,CL030162,SBIN,S,161,1290.34,207744.74
29/11/2025,DELTA_TRADES,CL633833,RELIANCE,S,7,681.75,4772.25
20/11/2025,ALPHA_SEC,CL655115,SBIN,B,265,471.36,124910.4
22/11/2025,DELTA_TRADES,CL061504,SBIN,B,376,1911.82,718844.32
24-Nov-25,OMEGA_BROKING,CL112600,LT,S,134,431.22,57783.48
11-29-2025,DELTA_TRADES,CL308395,ICICIBANK,B,79,1946.78,153795.62
11-22-2025,BETA_INVEST,CL437985,SBIN,B,60,836.33,50179.8
11-24-2025,BETA_INVEST,CL079701,ICICIBANK,B,378,1856.11,701609.58
23-Nov-25,ALPHA_SEC,CL560080,AXISBANK,S,149,340.6,50749.4
11-22-2025,BETA_INVEST,CL139425,HDFC,S,315,1465.49,461629.35
2025-11-20,ALPHA_SEC,CL042393,AXISBANK,S,205,506.05,103740.25
26/11/2025,BETA_INVEST,CL295315,LT,S,155,1101.61,170749.55
2025-11-24,OMEGA_BROKING,CL103158,TATAMOTORS,B,352,1606.74,565572.48
11-25-2025,DELTA_TRADES,CL244622,ICICIBANK,S,226,2365.76,534661.76
11-21-2025,BETA_INVEST,CL585828,TATAMOTORS,B,53,2707.12,143477.36
11-22-2025,OMEGA_BROKING,CL713412,AXISBANK,S,53,390.27,20684.31
21/11/2025,DELTA_TRADES,CL074696,LT,B,388,2302.11,893218.68
23-Nov-25,OMEGA_BROKING,CL746347,TATAMOTORS,B,395,1068.08,421891.6
2025-11-21,BETA_INVEST,CL881981,INFY,S,383,739.83,283354.89
11-29-2025,ALPHA_SEC,CL374629,ICICIBANK,S,269,1122.76,302022.44
24-Nov-25,BETA_INVEST,CL200370,SBIN,S,222,2351.72,522081.84
21-Nov-25,DELTA_TRADES,CL395750,SBIN,S,106,1597.77,169363.62
11-29-2025,ALPHA_SEC,CL586289,HDFC,B,292,1523.1,444745.2
2025-11-24,OMEGA_BROKING,CL440706,KOTAKBANK,B,170,1675.13,284772.1
2025-11-25,DELTA_TRADES,CL619260,KOTAKBANK,B,321,1510.96,485018.16
24/11/2025,DELTA_TRADES,CL812342,ICICIBANK,B,324,2454.83,795364.92
21-Nov-25,DELTA_TRADES,CL272674,HDFC,S,83,2755.86,228736.38
21-Nov-25,BETA_INVEST,CL823758,ITC,S,141,1004.98,141702.18
22/11/2025,DELTA_TRADES,CL903756,KOTAKBANK,S,363,215.79,78331.77
25-Nov-25,DELTA_TRADES,CL860495,TATAMOTORS,B,383,519.3,198891.9
2025-11-25,DELTA_TRADES,CL607865,AXISBANK,B,210,2228.87,468062.7
26/11/2025,DELTA_TRADES,CL961427,SBIN,B,331,1357.9,449464.9
2025-11-24,ALPHA_SEC,CL932485,SBIN,S,164,985.64,161644.96
24/11/2025,DELTA_TRADES,CL515051,INFY,B,381,1478.43,563281.83
11-25-2025,DELTA_TRADES,CL697290,TATAMOTORS,S,282,2590.66,730566.12
21/11/2025,OMEGA_BROKING,CL928593,AXISBANK,S,115,300.1,34511.5
11-24-2025,ALPHA_SEC,CL605173,LT,B,335,2798.07,937353.45
