TxnDate,ValueDate,Narration,Amount,RefNo
2025-11-18,2025-11-20,AUTO SWEEP,111011,LED-000454
2025-12-01,2025-12-03,UPI,-10777,LED-000455
2025-11-22,2025-11-22,ATM WDL,48358,LED-000456
2025-11-24,2025-11-26,UPI,25314,LED-000457
2025-11-28,2025-11-30,BROKER PAYIN,85613,LED-000458
2025-11-21,2025-11-21,BROKER PAYIN,23291,LED-000459
2025-11-22,2025-11-23,BROKER PAYOUT,-185277,LED-000460
2025-11-30,,SUSPICIOUS BULK WITHDRAWAL,-1171145,LED-000461
2025-11-17,2025-11-18,ATM WDL,112129,LED-000462
2025-11-22,2025-11-22,ATM WDL,19933,LED-000463
2025-11-27,2025-11-29,BROKER PAYIN,-54076,LED-000464
2025-11-21,2025-11-22,AUTO SWEEP,194540,LED-000465
2025-11-17,2025-11-17,ATM WDL,167502,LED-000466
2025-11-20,2025-11-22,ATM WDL,60070,LED-000467
2025-11-30,2025-12-01,BROKER PAYIN,133007,LED-000468
2025-11-28,2025-11-30,UPI,-55947,LED-000469
2025-12-01,2025-12-01,AUTO SWEEP,85043,LED-000470
2025-11-24,2025-11-26,BROKER PAYIN,-17131,LED-000471
2025-11-22,2025-11-24,AUTO SWEEP,-84085,LED-000472
2025-11-20,2025-11-21,BROKER PAYOUT,-197683,LED-000473
2025-11-19,2025-11-21,UPI,130723,LED-000474
2025-11-17,2025-11-18,BROKER PAYIN,195444,LED-000475
2025-11-27,2025-11-29,BROKER PAYOUT,-81485,LED-000476
2025-11-21,2025-11-23,UPI,164644,LED-000477
2025-11-17,2025-11-19,IMPS,55836,LED-000478
2025-11-24,2025-11-24,BROKER PAYOUT,-122958,LED-000479
2025-11-28,2025-11-30,AUTO SWEEP,193893,LED-000480
2025-11-21,2025-11-23,IMPS,-171188,LED-000481
2025-12-01,2025-12-01,IMPS,90374,LED-000482
2025-11-20,2025-11-22,UPI,87970,LED-000483
2025-11-25,2025-11-25,UPI,-135307,LED-000484
2025-11-28,2025-11-30,IMPS,-138155,LED-000485
2025-11-29,2025-12-01,BROKER PAYIN,149775,LED-000486
2025-11-30,2025-11-30,AUTO SWEEP,97516,LED-000487
2025-11-18,2025-11-19,IMPS,-194265,LED-000488
2025-11-24,2025-11-24,BROKER PAYOUT,-131354,LED-000489
2025-11-29,2025-11-30,AUTO SWEEP,118014,LED-000490
2025-11-20,2025-11-20,AUTO SWEEP,-22226,LED-000491
2025-11-20,2025-11-21,BROKER PAYOUT,-175711,LED-000492
2025-11-23,2025-11-24,BROKER PAYIN,17534,LED-000493
2025-11-25,2025-11-25,IMPS,-73922,LED-000494
2025-11-27,2025-11-29,IMPS,-193936,LED-000495
2025-11-30,2025-12-01,UPI,69919,LED-000496
2025-11-30,2025-11-30,ATM WDL,17233,LED-000497
2025-11-19,2025-11-19,IMPS,-157111,LED-000498
2025-11-21,2025-11-23,BROKER PAYIN,68761,LED-000499
2025-11-26,2025-11-28,BROKER PAYOUT,62046,LED-000500
2025-11-23,2025-11-24,BROKER PAYIN,-56504,LED-000501
2025-11-18,2025-11-19,IMPS,-181857,LED-000502
2025-11-19,2025-11-21,BROKER PAYOUT,71074,LED-000503
2025-11-22,2025-11-23,BROKER PAYIN,27316,LED-000504
2025-11-19,2025-11-20,UPI,-63062,LED-000505
2025-11-19,2025-11-21,IMPS,129152,LED-000506
2025-11-22,,AUTO SWEEP,94873,LED-000507
2025-11-20,2025-11-20,UPI,-129812,LED-000508
2025-11-22,,UPI,-126116,LED-000509
2025-11-29,2025-11-29,ATM WDL,-64519,LED-000510
2025-11-20,2025-11-22,UPI,100608,LED-000511
2025-11-22,,ATM WDL,-130465,LED-000512
2025-12-01,2025-12-03,UPI,150859,LED-000513
2025-11-17,,,80258,LED-000514
2025-11-21,2025-11-23,IMPS,27495,LED-000515
2025-11-18,2025-11-20,IMPS,123516,LED-000516
2025-11-17,,ATM WDL,-145140,LED-000517
2025-11-18,2025-11-19,UPI,10676,LED-000518
2025-11-29,2025-11-30,BROKER PAYIN,-36278,LED-000519
2025-11-20,2025-11-20,AUTO SWEEP,-22450,LED-000520
2025-11-21,2025-11-21,UPI,-163944,LED-000521
2025-11-25,2025-11-27,UPI,38386,LED-000522
2025-11-28,2025-11-30,UPI,185371,LED-000523
2025-11-25,2025-11-25,BROKER PAYOUT,-50962,LED-000524
2025-12-01,2025-12-03,SUSPICIOUS BULK WITHDRAWAL,-1366389,LED-000525
2025-11-29,2025-11-29,BROKER PAYOUT,-19537,LED-000526
2025-11-17,2025-11-19,BROKER PAYOUT,-23951,LED-000527
2025-11-25,2025-11-25,BROKER PAYIN,-133329,LED-000528
2025-11-17,2025-11-17,IMPS,112259,LED-000529
2025-11-26,2025-11-27,BROKER PAYIN,-60635,LED-000530
2025-11-19,2025-11-20,ATM WDL,51456,LED-000531
2025-11-25,2025-11-25,BROKER PAYOUT,75278,LED-000532
2025-11-22,2025-11-23,IMPS,87490,LED-000533
2025-11-28,,BROKER PAYOUT,4647,LED-000534
2025-11-20,2025-11-22,BROKER PAYIN,-90131,LED-000535
2025-11-21,2025-11-21,ATM WDL,57580,LED-000536
2025-11-28,2025-11-30,BROKER PAYOUT,110239,LED-000537
2025-11-18,2025-11-20,AUTO SWEEP,-94338,LED-000538
2025-11-24,2025-11-26,ATM WDL,-124841,LED-000539
2025-11-23,2025-11-25,UPI,-16000,LED-000540
2025-11-25,2025-11-25,ATM WDL,-151018,LED-000541
2025-11-20,2025-11-21,AUTO SWEEP,-4763,LED-000542
2025-11-24,2025-11-26,AUTO SWEEP,-190327,LED-000543
2025-11-19,2025-11-21,BROKER PAYOUT,94836,LED-000544
2025-11-26,2025-11-28,UPI,-126793,LED-000545
2025-11-19,2025-11-20,BROKER PAYIN,-21174,LED-000546
2025-11-27,,ATM WDL,-144854,LED-000547
2025-11-24,2025-11-26,ATM WDL,160747,LED-000548
2025-11-26,,UPI,32560,LED-000549
2025-11-18,,AUTO SWEEP,-87931,LED-000550
2025-11-23,2025-11-23,SUSPICIOUS BULK WITHDRAWAL,-959622,LED-000551
2025-12-01,2025-12-01,ATM WDL,8942,LED-000552
2025-11-29,2025-11-30,BROKER PAYIN,83134,LED-000553
2025-11-18,2025-11-18,BROKER PAYOUT,-135033,LED-000554
2025-11-28,2025-11-28,BROKER PAYIN,-59998,LED-000555
2025-11-30,,AUTO SWEEP,-50344,LED-000556
2025-12-01,2025-12-03,UPI,-120927,LED-000557
2025-11-20,2025-11-22,UPI,139290,LED-000558
2025-11-20,2025-11-22,ATM WDL,-97308,LED-000559
2025-11-21,2025-11-21,IMPS,42090,LED-000560
2025-11-27,2025-11-27,BROKER PAYOUT,165010,LED-000561
2025-11-22,2025-11-23,AUTO SWEEP,-70581,LED-000562
2025-11-19,2025-11-19,IMPS,134776,LED-000563
2025-11-21,2025-11-21,UPI,-17360,LED-000564
2025-12-01,2025-12-03,UPI,-76576,LED-000565
2025-11-19,2025-11-21,IMPS,-162120,LED-000566
2025-11-18,2025-11-19,BROKER PAYIN,131623,LED-000567
2025-11-22,2025-11-23,BROKER PAYIN,197147,LED-000568
2025-12-01,2025-12-01,IMPS,112973,LED-000569
2025-11-20,2025-11-21,UPI,169464,LED-000570
2025-11-22,2025-11-23,IMPS,-26248,LED-000571
2025-11-27,2025-11-27,ATM WDL,-132087,LED-000572
2025-11-27,2025-11-28,ATM WDL,-189136,LED-000573
2025-11-30,2025-12-02,IMPS,-104338,LED-000574
2025-11-28,2025-11-29,UPI,152542,LED-000575
2025-11-23,2025-11-25,,121034,LED-000576
2025-11-25,2025-11-26,BROKER PAYIN,-44128,LED-000577
2025-11-25,2025-11-25,AUTO SWEEP,162270,LED-000578
2025-11-27,2025-11-27,UPI,29899,LED-000579
2025-11-22,2025-11-23,UPI,-69881,LED-000580
2025-11-23,2025-11-25,BROKER PAYIN,16067,LED-000581
2025-11-21,2025-11-22,AUTO SWEEP,-101027,LED-000582
2025-11-29,2025-11-29,IMPS,132646,LED-000583
2025-11-24,2025-11-24,BROKER PAYIN,-48712,LED-000584
2025-11-27,2025-11-28,UPI,-54612,LED-000585
2025-11-23,2025-11-25,BROKER PAYIN,144757,LED-000586
2025-11-24,2025-11-24,AUTO SWEEP,-11519,LED-000587
2025-11-30,2025-11-30,BROKER PAYOUT,-35905,LED-000588
2025-11-17,2025-11-17,,-119686,LED-000589
2025-11-21,,IMPS,-11147,LED-000590
2025-11-27,,BROKER PAYOUT,194905,LED-000591
2025-11-23,2025-11-23,UPI,-86375,LED-000592
2025-11-29,,IMPS,101925,LED-000593
2025-11-19,,UPI,-54811,LED-000594
2025-11-19,2025-11-20,UPI,-54712,LED-000595
2025-11-18,2025-11-18,AUTO SWEEP,159017,LED-000596
2025-12-01,2025-12-03,UPI,-153472,LED-000597
2025-11-30,2025-12-02,UPI,80134,LED-000598
2025-11-19,2025-11-19,AUTO SWEEP,84426,LED-000599
2025-11-29,2025-12-01,BROKER PAYOUT,171190,LED-000600
2025-11-23,2025-11-25,,-32217,LED-000601
2025-11-30,2025-11-30,BROKER PAYIN,-188715,LED-000602
2025-11-27,2025-11-27,ATM WDL,-94258,LED-000603
2025-11-20,2025-11-22,AUTO SWEEP,-117105,LED-000604
2025-12-01,2025-12-01,UPI,187000,LED-000605
2025-11-23,2025-11-23,BROKER PAYOUT,191474,LED-000606
2025-12-01,2025-12-03,BROKER PAYOUT,14023,LED-000607
2025-11-25,2025-11-25,UPI,-135353,LED-000608
2025-11-28,2025-11-30,ATM WDL,-7133,LED-000609
2025-11-23,2025-11-24,ATM WDL,-125792,LED-000610
2025-11-23,2025-11-25,ATM WDL,-170910,LED-000611
2025-11-24,2025-11-25,BROKER PAYOUT,81519,LED-000612
2025-11-30,2025-11-30,IMPS,45429,LED-000613
2025-11-26,2025-11-26,UPI,-88673,LED-000614
2025-12-01,2025-12-02,IMPS,-152452,LED-000615
2025-11-22,2025-11-22,ATM WDL,182854,LED-000616
2025-11-18,2025-11-19,UPI,157646,LED-000617
2025-11-27,,UPI,87991,LED-000618
2025-11-29,2025-11-29,UPI,145314,LED-000619
2025-12-01,2025-12-01,BROKER PAYOUT,-178276,LED-000620
2025-11-20,2025-11-22,BROKER PAYOUT,-9067,LED-000621
2025-11-19,2025-11-19,AUTO SWEEP,76981,LED-000622
2025-11-23,2025-11-24,UPI,-190818,LED-000623
2025-11-22,2025-11-24,IMPS,-74919,LED-000624
2025-11-18,2025-11-19,BROKER PAYIN,-65445,LED-000625
2025-11-30,2025-12-01,BROKER PAYIN,192271,LED-000626
2025-11-19,2025-11-21,IMPS,-172479,LED-000627
2025-11-29,2025-12-01,IMPS,-167753,LED-000628
2025-11-24,2025-11-25,BROKER PAYOUT,-185417,LED-000629
2025-11-25,2025-11-26,BROKER PAYOUT,-28385,LED-000630
2025-11-26,2025-11-26,UPI,182591,LED-000631
2025-11-27,2025-11-27,UPI,188567,LED-000632
2025-11-20,2025-11-20,BROKER PAYIN,-27236,LED-000633
2025-11-23,2025-11-24,BROKER PAYOUT,-195344,LED-000634
2025-12-01,2025-12-02,UPI,-142323,LED-000635
2025-11-30,2025-12-02,UPI,-129465,LED-000636
2025-11-28,2025-11-28,BROKER PAYIN,-42787,LED-000637
2025-11-25,2025-11-27,BROKER PAYIN,19258,LED-000638
2025-11-27,2025-11-28,IMPS,182765,LED-000639
2025-11-27,2025-11-28,AUTO SWEEP,-148356,LED-000640
2025-11-28,2025-11-29,IMPS,-66371,LED-000641
2025-12-01,2025-12-01,IMPS,196991,LED-000642
2025-11-18,2025-11-19,IMPS,173246,LED-000643
2025-11-25,2025-11-26,AUTO SWEEP,88339,LED-000644
2025-12-01,2025-12-03,ATM WDL,-17467,LED-000645
2025-11-30,2025-11-30,UPI,12790,LED-000646
2025-12-01,2025-12-02,UPI,-125836,LED-000647
2025-11-26,2025-11-27,UPI,-37039,LED-000648
2025-11-25,2025-11-25,BROKER PAYIN,-183014,LED-000649
2025-11-20,2025-11-21,IMPS,65025,LED-000650
2025-11-28,2025-11-28,ATM WDL,137974,LED-000651
2025-11-30,2025-11-30,BROKER PAYOUT,-182069,LED-000652
2025-11-18,2025-11-19,AUTO SWEEP,197889,LED-000653
2025-11-26,2025-11-27,IMPS,154149,LED-000654
2025-11-24,2025-11-26,IMPS,-42772,LED-000655
2025-12-01,2025-12-02,IMPS,70350,LED-000656
2025-11-26,2025-11-27,AUTO SWEEP,2568,LED-000657
2025-12-01,2025-12-03,ATM WDL,57821,LED-000658
2025-11-29,2025-12-01,IMPS,102608,LED-000659
2025-11-25,2025-11-27,AUTO SWEEP,-96432,LED-000660
2025-11-23,2025-11-25,AUTO SWEEP,-2095,LED-000661
2025-11-30,2025-12-02,BROKER PAYIN,-61392,LED-000662
2025-11-26,2025-11-27,BROKER PAYOUT,36937,LED-000663
2025-11-29,,ATM WDL,-67580,LED-000664
2025-11-18,2025-11-18,IMPS,-137091,LED-000665
2025-11-29,2025-12-01,ATM WDL,-151441,LED-000666
2025-11-18,2025-11-20,AUTO SWEEP,-192781,LED-000667
2025-12-01,2025-12-01,BROKER PAYOUT,-32187,LED-000668
2025-11-28,2025-11-30,AUTO SWEEP,166856,LED-000669
2025-11-24,2025-11-26,BROKER PAYOUT,187560,LED-000670
2025-11-30,2025-11-30,ATM WDL,9211,LED-000671
2025-11-24,2025-11-26,ATM WDL,-76052,LED-000672
2025-11-23,2025-11-23,UPI,15306,LED-000673
2025-11-21,2025-11-22,BROKER PAYIN,-117625,LED-000674
2025-11-26,2025-11-27,BROKER PAYIN,-89598,LED-000675
2025-12-01,,ATM WDL,-196672,LED-000676
2025-11-23,2025-11-23,BROKER PAYOUT,3200,LED-000677
2025-11-26,2025-11-27,UPI,-133852,LED-000678
2025-11-23,2025-11-24,ATM WDL,136883,LED-000679
2025-11-25,2025-11-25,AUTO SWEEP,162417,LED-000680
2025-12-01,2025-12-01,BROKER PAYOUT,65712,LED-000681
2025-11-30,2025-11-30,BROKER PAYOUT,115049,LED-000682
2025-11-20,2025-11-20,BROKER PAYOUT,-16182,LED-000683
2025-11-19,2025-11-21,BROKER PAYIN,-52190,LED-000684
2025-11-29,2025-12-01,AUTO SWEEP,168088,LED-000685
2025-11-21,2025-11-21,UPI,58610,LED-000686
2025-11-19,,BROKER PAYIN,-32531,LED-000687
2025-11-18,2025-11-18,ATM WDL,-104712,LED-000688
2025-11-23,,BROKER PAYOUT,26330,LED-000689
2025-11-24,,UPI,-153810,LED-000690
2025-11-22,,UPI,-51422,LED-000691
2025-11-20,2025-11-21,AUTO SWEEP,-106071,LED-000692
2025-11-29,2025-12-01,BROKER PAYIN,5464,LED-000693
2025-11-18,2025-11-20,UPI,-88749,LED-000694
2025-11-21,2025-11-22,AUTO SWEEP,121390,LED-000695
2025-11-27,2025-11-29,IMPS,-16763,LED-000696
2025-11-21,2025-11-21,IMPS,-183439,LED-000697
2025-11-30,2025-12-02,BROKER PAYIN,-39119,LED-000698
2025-11-23,2025-11-24,BROKER PAYOUT,-127427,LED-000699
2025-11-30,2025-12-01,AUTO SWEEP,96689,LED-000700
2025-11-23,2025-11-23,BROKER PAYIN,50767,LED-000701
2025-11-27,2025-11-29,IMPS,93610,LED-000702
2025-11-21,2025-11-23,AUTO SWEEP,185440,LED-000703
2025-11-25,2025-11-26,IMPS,-194298,LED-000704
2025-11-19,2025-11-19,AUTO SWEEP,184400,LED-000705
2025-11-17,,BROKER PAYOUT,-111021,LED-000706
2025-11-30,2025-12-02,BROKER PAYOUT,-132477,LED-000707
2025-11-26,2025-11-27,SUSPICIOUS BULK WITHDRAWAL,-937132,LED-000708
2025-12-01,2025-12-01,ATM WDL,-23238,LED-000709
2025-11-28,2025-11-28,ATM WDL,77498,LED-000710
2025-11-23,2025-11-23,AUTO SWEEP,102835,LED-000711
2025-11-28,2025-11-30,UPI,-45978,LED-000712
2025-11-23,2025-11-25,BROKER PAYOUT,125458,LED-000713
2025-11-17,2025-11-19,ATM WDL,30415,LED-000714
2025-11-28,2025-11-30,BROKER PAYOUT,49067,LED-000715
2025-11-21,,AUTO SWEEP,16310,LED-000716
2025-11-25,2025-11-27,ATM WDL,-120972,LED-000717
2025-11-22,2025-11-24,BROKER PAYIN,-138879,LED-000718
2025-11-30,2025-11-30,ATM WDL,-9059,LED-000719
2025-11-27,2025-11-29,IMPS,9478,LED-000720
2025-11-28,,IMPS,-53011,LED-000721
2025-11-23,2025-11-24,UPI,134021,LED-000722
2025-11-28,2025-11-30,BROKER PAYIN,-185421,LED-000723
2025-11-21,2025-11-23,AUTO SWEEP,126573,LED-000724
2025-11-26,2025-11-28,AUTO SWEEP,198952,LED-000725
2025-11-18,2025-11-20,ATM WDL,-180068,LED-000726
2025-11-17,2025-11-18,AUTO SWEEP,161136,LED-000727
2025-11-27,2025-11-27,UPI,-76142,LED-000728
2025-12-01,,BROKER PAYIN,79206,LED-000729
2025-11-18,2025-11-19,BROKER PAYIN,185229,LED-000730
2025-11-25,2025-11-26,SUSPICIOUS BULK WITHDRAWAL,-1051109,LED-000731
2025-11-22,2025-11-22,IMPS,-6602,LED-000732
2025-11-28,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-1440762,LED-000733
2025-11-18,2025-11-18,UPI,123491,LED-000734
2025-11-23,2025-11-25,ATM WDL,141232,LED-000735
2025-11-18,2025-11-18,IMPS,150198,LED-000736
2025-11-28,2025-11-28,AUTO SWEEP,70001,LED-000737
2025-11-26,2025-11-26,BROKER PAYIN,135141,LED-000738
2025-11-30,2025-12-01,BROKER PAYIN,-189698,LED-000739
2025-11-22,2025-11-23,BROKER PAYIN,-129965,LED-000740
2025-11-29,2025-11-29,ATM WDL,-101166,LED-000741
2025-11-25,2025-11-26,IMPS,57637,LED-000742
2025-11-24,2025-11-24,BROKER PAYOUT,185394,LED-000743
2025-11-21,2025-11-23,AUTO SWEEP,-109252,LED-000744
2025-11-27,2025-11-29,UPI,-177257,LED-000745
2025-11-17,2025-11-18,AUTO SWEEP,112801,LED-000746
2025-11-17,2025-11-19,BROKER PAYOUT,147193,LED-000747
2025-11-23,2025-11-24,IMPS,-20380,LED-000748
2025-11-18,2025-11-20,IMPS,36522,LED-000749
2025-11-19,2025-11-21,BROKER PAYOUT,-8284,LED-000750
2025-11-20,2025-11-20,UPI,-128437,LED-000751
2025-11-22,2025-11-23,UPI,-61056,LED-000752
2025-11-21,2025-11-23,ATM WDL,15986,LED-000753
2025-11-25,2025-11-25,BROKER PAYOUT,-106457,LED-000754
2025-11-27,2025-11-28,UPI,-196866,LED-000755
2025-11-24,2025-11-26,BROKER PAYIN,-37696,LED-000756
2025-11-28,2025-11-30,ATM WDL,-23213,LED-000757
2025-11-27,2025-11-27,BROKER PAYIN,-77581,LED-000758
2025-11-26,,BROKER PAYIN,28625,LED-000759
2025-11-24,2025-11-26,BROKER PAYIN,-119935,LED-000760
2025-11-27,2025-11-29,BROKER PAYOUT,121451,LED-000761
2025-12-01,2025-12-01,BROKER PAYOUT,-29069,LED-000762
2025-11-17,2025-11-18,AUTO SWEEP,171011,LED-000763
2025-11-18,,BROKER PAYOUT,197070,LED-000764
2025-11-19,2025-11-19,BROKER PAYOUT,-83774,LED-000765
2025-11-28,2025-11-30,BROKER PAYOUT,-156265,LED-000766
2025-11-22,2025-11-22,IMPS,117048,LED-000767
2025-11-23,,IMPS,55556,LED-000768
2025-11-24,2025-11-24,UPI,-117166,LED-000769
2025-11-30,2025-11-30,BROKER PAYIN,159585,LED-000770
2025-11-20,2025-11-20,IMPS,181067,LED-000771
2025-11-28,2025-11-28,ATM WDL,-38071,LED-000772
2025-11-30,2025-12-02,BROKER PAYOUT,-110238,LED-000773
2025-11-27,2025-11-28,BROKER PAYIN,54320,LED-000774
2025-11-27,2025-11-28,AUTO SWEEP,-28768,LED-000775
2025-11-22,2025-11-22,BROKER PAYIN,-104814,LED-000776
2025-11-18,2025-11-20,BROKER PAYIN,115979,LED-000777
2025-11-29,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-1511195,LED-000778
2025-11-17,2025-11-17,UPI,-126437,LED-000779
2025-11-21,2025-11-21,AUTO SWEEP,-195399,LED-000780
2025-11-24,2025-11-26,UPI,-154304,LED-000781
2025-11-29,2025-11-30,IMPS,26052,LED-000782
2025-11-22,2025-11-24,IMPS,-11980,LED-000783
2025-11-23,2025-11-24,BROKER PAYIN,98570,LED-000784
2025-11-21,2025-11-22,IMPS,192155,LED-000785
2025-12-01,2025-12-01,ATM WDL,47766,LED-000786
2025-11-23,2025-11-23,AUTO SWEEP,111511,LED-000787
2025-11-25,2025-11-25,UPI,-14550,LED-000788
2025-11-29,2025-11-30,AUTO SWEEP,-119357,LED-000789
2025-11-17,,BROKER PAYIN,-129527,LED-000790
2025-11-19,2025-11-21,BROKER PAYOUT,-19650,LED-000791
2025-11-28,2025-11-30,BROKER PAYIN,92764,LED-000792
2025-11-26,2025-11-26,BROKER PAYOUT,-93313,LED-000793
2025-11-17,2025-11-17,BROKER PAYOUT,-79639,LED-000794
2025-11-18,2025-11-19,IMPS,-189152,LED-000795
2025-11-21,,BROKER PAYIN,175004,LED-000796
2025-11-28,2025-11-30,BROKER PAYIN,156058,LED-000797
2025-11-29,2025-11-30,ATM WDL,-68543,LED-000798
2025-11-18,2025-11-20,ATM WDL,-147830,LED-000799
2025-11-22,2025-11-22,,88565,LED-000800
2025-11-21,2025-11-21,IMPS,26501,LED-000801
2025-11-28,2025-11-30,IMPS,-80864,LED-000802
2025-11-23,2025-11-25,AUTO SWEEP,137149,LED-000803
2025-11-20,2025-11-21,ATM WDL,59496,LED-000804
2025-11-19,2025-11-21,AUTO SWEEP,114855,LED-000805
2025-11-24,2025-11-25,UPI,-46775,LED-000806
2025-11-21,2025-11-21,BROKER PAYOUT,190124,LED-000807
2025-11-30,2025-12-01,UPI,152295,LED-000808
2025-11-20,2025-11-22,ATM WDL,92470,LED-000809
2025-11-30,2025-11-30,BROKER PAYOUT,161850,LED-000810
2025-11-19,2025-11-21,BROKER PAYIN,-130496,LED-000811
2025-11-24,2025-11-25,IMPS,45307,LED-000812
2025-11-20,2025-11-22,AUTO SWEEP,-110068,LED-000813
2025-11-26,2025-11-26,AUTO SWEEP,3040,LED-000814
2025-11-30,2025-12-01,BROKER PAYIN,128603,LED-000815
2025-11-28,2025-11-30,UPI,-152102,LED-000816
2025-11-18,2025-11-19,UPI,-181635,LED-000817
2025-11-29,2025-11-29,BROKER PAYIN,-83873,LED-000818
2025-11-17,2025-11-17,UPI,116418,LED-000819
2025-11-24,2025-11-26,BROKER PAYIN,-31833,LED-000820
2025-11-19,2025-11-20,ATM WDL,-169580,LED-000821
2025-11-18,2025-11-20,AUTO SWEEP,-196013,LED-000822
2025-11-21,2025-11-23,BROKER PAYOUT,-53574,LED-000823
2025-11-20,2025-11-22,BROKER PAYIN,100218,LED-000824
2025-11-25,2025-11-25,UPI,73855,LED-000825
2025-11-26,2025-11-28,ATM WDL,33990,LED-000826
2025-11-22,2025-11-22,AUTO SWEEP,179890,LED-000827
2025-11-28,2025-11-30,UPI,-100834,LED-000828
2025-11-21,2025-11-21,BROKER PAYIN,86466,LED-000829
2025-11-17,2025-11-19,BROKER PAYIN,32071,LED-000830
2025-11-19,2025-11-20,BROKER PAYIN,-125650,LED-000831
2025-11-29,2025-11-30,UPI,-53147,LED-000832
2025-11-24,2025-11-25,ATM WDL,-5371,LED-000833
2025-11-22,2025-11-22,IMPS,-49703,LED-000834
2025-11-22,2025-11-24,AUTO SWEEP,2261,LED-000835
2025-11-21,2025-11-22,ATM WDL,50741,LED-000836
2025-11-29,2025-11-29,SUSPICIOUS BULK WITHDRAWAL,-1536368,LED-000837
2025-11-23,2025-11-23,,4997,LED-000838
2025-11-25,2025-11-26,BROKER PAYOUT,-39399,LED-000839
2025-11-18,2025-11-18,IMPS,4662,LED-000840
2025-11-30,2025-12-02,BROKER PAYIN,149887,LED-000841
2025-12-01,2025-12-01,BROKER PAYOUT,-160118,LED-000842
2025-11-27,2025-11-29,IMPS,-11914,LED-000843
2025-11-23,2025-11-24,ATM WDL,-67877,LED-000844
2025-11-20,2025-11-21,BROKER PAYOUT,141993,LED-000845
2025-11-26,2025-11-28,BROKER PAYIN,45912,LED-000846
2025-11-28,2025-11-29,BROKER PAYOUT,-26041,LED-000847
2025-11-30,2025-11-30,IMPS,101962,LED-000848
2025-11-20,2025-11-21,AUTO SWEEP,141960,LED-000849
2025-11-21,2025-11-22,BROKER PAYIN,74605,LED-000850
2025-11-27,2025-11-29,IMPS,-103116,LED-000851
2025-12-01,2025-12-03,AUTO SWEEP,-122248,LED-000852
2025-11-24,2025-11-24,BROKER PAYOUT,-80391,LED-000853
2025-11-26,2025-11-26,AUTO SWEEP,-191031,LED-000854
2025-11-21,2025-11-23,ATM WDL,-90428,LED-000855
2025-11-29,2025-11-30,IMPS,-180334,LED-000856
2025-11-25,2025-11-27,UPI,138929,LED-000857
2025-11-21,2025-11-22,BROKER PAYOUT,32189,LED-000858
2025-11-18,2025-11-19,UPI,-166838,LED-000859
2025-11-17,2025-11-18,UPI,-131665,LED-000860
2025-11-29,2025-11-29,UPI,128152,LED-000861
2025-11-26,2025-11-28,BROKER PAYOUT,-21563,LED-000862
2025-11-30,2025-11-30,BROKER PAYIN,-41095,LED-000863
2025-11-22,2025-11-22,BROKER PAYOUT,-192664,LED-000864
2025-11-21,2025-11-21,ATM WDL,21021,LED-000865
2025-11-29,2025-12-01,UPI,-128439,LED-000866
2025-11-27,2025-11-28,IMPS,-26047,LED-000867
2025-11-30,2025-12-01,UPI,-145193,LED-000868
2025-11-17,2025-11-18,UPI,-66700,LED-000869
2025-11-26,2025-11-26,ATM WDL,-141786,LED-000870
2025-11-18,2025-11-18,ATM WDL,148872,LED-000871
2025-11-24,2025-11-26,UPI,190496,LED-000872
2025-11-27,2025-11-29,ATM WDL,23334,LED-000873
2025-11-30,2025-12-01,BROKER PAYOUT,160214,LED-000874
2025-11-20,2025-11-21,ATM WDL,116784,LED-000875
2025-11-23,2025-11-25,UPI,-147422,LED-000876
2025-11-21,2025-11-23,BROKER PAYIN,-44520,LED-000877
2025-11-25,2025-11-26,UPI,-143481,LED-000878
2025-11-19,2025-11-19,BROKER PAYIN,128826,LED-000879
2025-12-01,2025-12-01,BROKER PAYOUT,-197259,LED-000880
2025-11-29,2025-12-01,UPI,66956,LED-000881
2025-11-24,,IMPS,156399,LED-000882
2025-11-26,2025-11-28,UPI,-157116,LED-000883
2025-11-28,2025-11-28,ATM WDL,177859,LED-000884
2025-11-21,2025-11-21,BROKER PAYIN,-62895,LED-000885
2025-11-26,2025-11-27,BROKER PAYOUT,29807,LED-000886
2025-11-17,2025-11-17,BROKER PAYOUT,-65628,LED-000887
2025-11-29,2025-11-30,ATM WDL,-108629,LED-000888
2025-11-23,,IMPS,195655,LED-000889
2025-11-24,2025-11-26,AUTO SWEEP,-197374,LED-000890
2025-11-22,2025-11-24,ATM WDL,-46353,LED-000891
2025-11-21,2025-11-23,ATM WDL,-50715,LED-000892
2025-11-27,2025-11-29,IMPS,151627,LED-000893
2025-11-21,2025-11-23,UPI,50370,LED-000894
2025-11-24,,ATM WDL,-83379,LED-000895
2025-11-27,2025-11-29,ATM WDL,139856,LED-000896
2025-11-21,2025-11-21,UPI,-132832,LED-000897
2025-11-18,2025-11-19,BROKER PAYOUT,-81979,LED-000898
2025-11-18,2025-11-18,BROKER PAYOUT,37844,LED-000899
2025-11-28,2025-11-28,UPI,-14198,LED-000900
2025-11-29,2025-11-30,BROKER PAYOUT,131019,LED-000901
2025-11-18,2025-11-20,UPI,-182624,LED-000902
2025-11-21,2025-11-23,BROKER PAYOUT,54238,LED-000903
2025-11-20,,,71679,LED-000904
2025-11-27,2025-11-29,ATM WDL,-41083,LED-000905
