TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,170913,573335.0,TXN-0000298
2025-11-21,2025-11-22,BROKERAGE / TRADE SETTLEMENT,99102,,474233.0,TXN-0000299
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,106583,,367650.0,TXN-0000300
2025-11-21,2025-11-22,MISC ADJUSTMENT,,9214,376864.0,TXN-0000301
2025-11-17,2025-11-18,CLIENT FUNDING - RTGS,,141738,518602.0,TXN-0000302
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,48636,,469966.0,TXN-0000303
2025-11-25,2025-11-26,MISC ADJUSTMENT,8311,,461655.0,TXN-0000304
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,140416,,321239.0,TXN-0000305
2025-11-16,2025-11-18,MISC ADJUSTMENT,9721,,311518.0,TXN-0000306
2025-11-24,2025-11-24,MISC ADJUSTMENT,,32975,344493.0,TXN-0000307
2025-11-19,2025-11-19,MISC ADJUSTMENT,29798,,314695.0,TXN-0000308
2025-11-18,2025-11-18,PAYOUT TO CLIENT,163098,,151597.0,TXN-0000309
2025-11-26,2025-11-27,MISC ADJUSTMENT,23709,,127888.0,TXN-0000310
2025-11-20,2025-11-20,PAYOUT TO CLIENT,132572,,-4684.0,TXN-0000311
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,80850,,-85534.0,TXN-0000312
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,140080,,-225614.0,TXN-0000313
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,119496,,-345110.0,TXN-0000314
2025-11-19,2025-11-20,PAYOUT TO CLIENT,147177,,-492287.0,TXN-0000315
2025-11-23,2025-11-24,BANK / DP CHARGES,656,,-492943.0,TXN-0000316
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,149062,,-642005.0,TXN-0000317
2025-11-27,2025-11-29,PAYOUT TO CLIENT,111458,,-753463.0,TXN-0000318
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,82845,,-836308.0,TXN-0000319
2025-11-26,2025-11-28,BANK / DP CHARGES,359,,-836667.0,TXN-0000320
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,177806,-658861.0,TXN-0000321
2025-11-28,2025-11-30,BANK / DP CHARGES,232,,-659093.0,TXN-0000322
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,276883,-382210.0,TXN-0000323
2025-11-20,2025-11-20,PAYOUT TO CLIENT,28042,,-410252.0,TXN-0000324
2025-11-27,2025-11-27,BANK / DP CHARGES,963,,-411215.0,TXN-0000325
2025-11-27,2025-11-27,PAYOUT TO CLIENT,187387,,-598602.0,TXN-0000326
2025-11-22,2025-11-22,PAYOUT TO CLIENT,130405,,-729007.0,TXN-0000327
2025-11-24,2025-11-24,MISC ADJUSTMENT,24501,,-753508.0,TXN-0000328
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,210285,-543223.0,TXN-0000329
2025-11-21,2025-11-22,BROKERAGE / TRADE SETTLEMENT,102330,,-645553.0,TXN-0000330
2025-11-15,2025-11-15,MISC ADJUSTMENT,41929,,-687482.0,TXN-0000331
2025-11-24,2025-11-24,PAYOUT TO CLIENT,142170,,-829652.0,TXN-0000332
2025-11-16,2025-11-18,BANK / DP CHARGES,1165,,-830817.0,TXN-0000333
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,77219,-753598.0,TXN-0000334
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,65292,,-818890.0,TXN-0000335
2025-11-17,2025-11-19,MISC ADJUSTMENT,14685,,-833575.0,TXN-0000336
2025-11-16,2025-11-18,BROKERAGE / TRADE SETTLEMENT,95205,,-928780.0,TXN-0000337
2025-11-19,2025-11-19,PAYOUT TO CLIENT,27857,,-956637.0,TXN-0000338
2025-11-19,2025-11-21,BANK / DP CHARGES,571,,-957208.0,TXN-0000339
2025-11-18,2025-11-19,PAYOUT TO CLIENT,29216,,-986424.0,TXN-0000340
2025-11-23,2025-11-23,MISC ADJUSTMENT,,35172,-951252.0,TXN-0000341
2025-11-18,2025-11-20,PAYOUT TO CLIENT,38467,,-989719.0,TXN-0000342
2025-11-15,2025-11-15,MISC ADJUSTMENT,,41166,-948553.0,TXN-0000343
2025-11-16,2025-11-18,MISC ADJUSTMENT,38985,,-987538.0,TXN-0000344
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,151146,-836392.0,TXN-0000345
2025-11-25,2025-11-26,BROKERAGE / TRADE SETTLEMENT,95584,,-931976.0,TXN-0000346
2025-11-24,2025-11-25,MISC ADJUSTMENT,39821,,-971797.0,TXN-0000347
2025-11-28,2025-11-28,MISC ADJUSTMENT,,9512,-962285.0,TXN-0000348
2025-11-16,2025-11-17,PAYOUT TO CLIENT,147084,,-1109369.0,TXN-0000349
2025-11-16,2025-11-16,MISC ADJUSTMENT,,38902,-1070467.0,TXN-0000350
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,102196,,-1172663.0,TXN-0000351
2025-11-28,2025-11-28,MISC ADJUSTMENT,39009,,-1211672.0,TXN-0000352
2025-11-21,2025-11-21,MISC ADJUSTMENT,34930,,-1246602.0,TXN-0000353
2025-11-25,2025-11-25,PAYOUT TO CLIENT,91863,,-1338465.0,TXN-0000354
2025-11-28,2025-11-30,PAYOUT TO CLIENT,143046,,-1481511.0,TXN-0000355
2025-11-22,2025-11-22,BANK / DP CHARGES,1788,,-1483299.0,TXN-0000356
2025-11-16,2025-11-17,BROKERAGE / TRADE SETTLEMENT,94727,,-1578026.0,TXN-0000357
2025-11-27,2025-11-29,BANK / DP CHARGES,427,,-1578453.0,TXN-0000358
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,160167,-1418286.0,TXN-0000359
2025-11-27,2025-11-27,MISC ADJUSTMENT,,16823,-1401463.0,TXN-0000360
2025-11-26,2025-11-27,BROKERAGE / TRADE SETTLEMENT,67073,,-1468536.0,TXN-0000361
2025-11-29,2025-11-29,MISC ADJUSTMENT,42282,,-1510818.0,TXN-0000362
2025-11-27,2025-11-28,PAYOUT TO CLIENT,167553,,-1678371.0,TXN-0000363
2025-11-28,2025-11-28,MISC ADJUSTMENT,25651,,-1704022.0,TXN-0000364
2025-11-21,2025-11-21,MISC ADJUSTMENT,39088,,-1743110.0,TXN-0000365
2025-11-24,2025-11-24,BANK / DP CHARGES,468,,-1743578.0,TXN-0000366
2025-11-25,2025-11-25,BANK / DP CHARGES,230,,-1743808.0,TXN-0000367
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,14804,,-1758612.0,TXN-0000368
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,276027,-1482585.0,TXN-0000369
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,275604,-1206981.0,TXN-0000370
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,128912,,-1335893.0,TXN-0000371
2025-11-20,2025-11-21,BROKERAGE / TRADE SETTLEMENT,135113,,-1471006.0,TXN-0000372
2025-11-21,2025-11-22,PAYOUT TO CLIENT,51215,,-1522221.0,TXN-0000373
2025-11-25,2025-11-25,PAYOUT TO CLIENT,66680,,-1588901.0,TXN-0000374
2025-11-23,2025-11-24,MISC ADJUSTMENT,39612,,-1628513.0,TXN-0000375
2025-11-19,2025-11-20,CLIENT FUNDING - RTGS,,93989,-1534524.0,TXN-0000376
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,106065,,-1640589.0,TXN-0000377
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,58175,,-1698764.0,TXN-0000378
2025-11-16,2025-11-17,BANK / DP CHARGES,1993,,-1700757.0,TXN-0000379
2025-11-28,2025-11-28,BANK / DP CHARGES,394,,-1701151.0,TXN-0000380
2025-11-25,2025-11-27,BANK / DP CHARGES,438,,-1701589.0,TXN-0000381
2025-11-20,2025-11-22,BANK / DP CHARGES,1167,,-1702756.0,TXN-0000382
2025-11-19,2025-11-20,MISC ADJUSTMENT,31571,,-1734327.0,TXN-0000383
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,105675,-1628652.0,TXN-0000384
2025-11-28,2025-11-29,CLIENT FUNDING - RTGS,,173932,-1454720.0,TXN-0000385
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,258273,-1196447.0,TXN-0000386
2025-11-28,2025-11-30,MISC ADJUSTMENT,,39021,-1157426.0,TXN-0000387
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,127693,,-1285119.0,TXN-0000388
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,295130,-989989.0,TXN-0000389
2025-11-25,2025-11-27,BANK / DP CHARGES,1529,,-991518.0,TXN-0000390
2025-11-16,2025-11-16,PAYOUT TO CLIENT,37237,,-1028755.0,TXN-0000391
2025-11-21,2025-11-21,PAYOUT TO CLIENT,45736,,-1074491.0,TXN-0000392
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,87713,-986778.0,TXN-0000393
2025-11-25,2025-11-25,MISC ADJUSTMENT,,25956,-960822.0,TXN-0000394
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,221681,-739141.0,TXN-0000395
2025-11-21,2025-11-22,MISC ADJUSTMENT,,48184,-690957.0,TXN-0000396
2025-11-20,2025-11-20,BANK / DP CHARGES,794,,-691751.0,TXN-0000397
2025-11-29,2025-11-30,MISC ADJUSTMENT,,38629,-653122.0,TXN-0000398
2025-11-19,2025-11-19,MISC ADJUSTMENT,,24370,-628752.0,TXN-0000399
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,123507,-505245.0,TXN-0000400
2025-11-21,2025-11-23,BANK / DP CHARGES,837,,-506082.0,TXN-0000401
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,135843,,-641925.0,TXN-0000402
2025-11-21,2025-11-22,MISC ADJUSTMENT,48567,,-690492.0,TXN-0000403
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,208383,-482109.0,TXN-0000404
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,102456,,-584565.0,TXN-0000405
2025-11-22,2025-11-22,MISC ADJUSTMENT,,27954,-556611.0,TXN-0000406
2025-11-20,2025-11-20,BANK / DP CHARGES,268,,-556879.0,TXN-0000407
2025-11-17,2025-11-18,MISC ADJUSTMENT,,49460,-507419.0,TXN-0000408
2025-11-20,2025-11-20,MISC ADJUSTMENT,34551,,-541970.0,TXN-0000409
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,244712,-297258.0,TXN-0000410
2025-11-18,2025-11-20,MISC ADJUSTMENT,,9667,-287591.0,TXN-0000411
2025-11-19,2025-11-20,MISC ADJUSTMENT,20293,,-307884.0,TXN-0000412
2025-11-19,2025-11-19,MISC ADJUSTMENT,,20014,-287870.0,TXN-0000413
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,274002,-13868.0,TXN-0000414
2025-11-25,2025-11-25,BANK / DP CHARGES,1482,,-15350.0,TXN-0000415
2025-11-24,2025-11-26,BANK / DP CHARGES,288,,-15638.0,TXN-0000416
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,174899,159261.0,TXN-0000417
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,82945,242206.0,TXN-0000418
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,87641,,154565.0,TXN-0000419
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,57159,211724.0,TXN-0000420
2025-11-23,2025-11-24,MISC ADJUSTMENT,,6068,217792.0,TXN-0000421
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,70778,,147014.0,TXN-0000422
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,53103,,93911.0,TXN-0000423
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,254502,348413.0,TXN-0000424
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,293536,641949.0,TXN-0000425
2025-11-20,2025-11-22,MISC ADJUSTMENT,40052,,601897.0,TXN-0000426
2025-11-15,2025-11-16,PAYOUT TO CLIENT,180598,,421299.0,TXN-0000427
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,51763,,369536.0,TXN-0000428
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,149835,,219701.0,TXN-0000429
2025-11-20,2025-11-21,BROKERAGE / TRADE SETTLEMENT,125003,,94698.0,TXN-0000430
2025-11-17,2025-11-17,PAYOUT TO CLIENT,158767,,-64069.0,TXN-0000431
2025-11-29,2025-11-29,MISC ADJUSTMENT,40257,,-104326.0,TXN-0000432
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,53391,,-157717.0,TXN-0000433
2025-11-29,2025-12-01,BANK / DP CHARGES,1592,,-159309.0,TXN-0000434
2025-11-24,2025-11-24,MISC ADJUSTMENT,,11098,-148211.0,TXN-0000435
2025-11-23,2025-11-24,BROKERAGE / TRADE SETTLEMENT,76995,,-225206.0,TXN-0000436
2025-11-27,2025-11-27,PAYOUT TO CLIENT,143416,,-368622.0,TXN-0000437
2025-11-18,2025-11-19,MISC ADJUSTMENT,8426,,-377048.0,TXN-0000438
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,36120,,-413168.0,TXN-0000439
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,123162,,-536330.0,TXN-0000440
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,62378,,-598708.0,TXN-0000441
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,52501,-546207.0,TXN-0000442
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,251143,-295064.0,TXN-0000443
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,204900,-90164.0,TXN-0000444
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,260586,170422.0,TXN-0000445
2025-11-22,2025-11-23,BANK / DP CHARGES,1511,,168911.0,TXN-0000446
2025-11-17,2025-11-18,CLIENT FUNDING - RTGS,,82611,251522.0,TXN-0000447
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,194219,445741.0,TXN-0000448
2025-11-25,2025-11-25,BANK / DP CHARGES,1741,,444000.0,TXN-0000449
2025-11-29,2025-11-29,BANK / DP CHARGES,139,,443861.0,TXN-0000450
2025-11-23,2025-11-23,PAYOUT TO CLIENT,47077,,396784.0,TXN-0000451
2025-11-23,2025-11-25,BROKERAGE / TRADE SETTLEMENT,32515,,364269.0,TXN-0000452
2025-11-18,2025-11-20,BANK / DP CHARGES,843,,363426.0,TXN-0000453
2025-11-16,2025-11-16,PAYOUT TO CLIENT,167441,,195985.0,TXN-0000454
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,144847,,51138.0,TXN-0000455
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,128878,,-77740.0,TXN-0000456
2025-11-27,2025-11-29,MISC ADJUSTMENT,,10316,-67424.0,TXN-0000457
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,41163,,-108587.0,TXN-0000458
2025-11-24,2025-11-24,MISC ADJUSTMENT,,27760,-80827.0,TXN-0000459
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,196450,115623.0,TXN-0000460
2025-11-23,2025-11-23,PAYOUT TO CLIENT,151815,,-36192.0,TXN-0000461
2025-11-21,2025-11-21,MISC ADJUSTMENT,32815,,-69007.0,TXN-0000462
2025-11-29,2025-11-29,MISC ADJUSTMENT,10218,,-79225.0,TXN-0000463
2025-11-15,2025-11-16,MISC ADJUSTMENT,,26503,-52722.0,TXN-0000464
2025-11-26,2025-11-27,BANK / DP CHARGES,564,,-53286.0,TXN-0000465
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,256225,202939.0,TXN-0000466
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,117279,,85660.0,TXN-0000467
2025-11-25,2025-11-26,BANK / DP CHARGES,185,,85475.0,TXN-0000468
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,134302,219777.0,TXN-0000469
2025-11-23,2025-11-25,PAYOUT TO CLIENT,63254,,156523.0,TXN-0000470
2025-11-17,2025-11-18,BROKERAGE / TRADE SETTLEMENT,120426,,36097.0,TXN-0000471
2025-11-16,2025-11-18,BANK / DP CHARGES,1894,,34203.0,TXN-0000472
2025-11-23,2025-11-23,MISC ADJUSTMENT,,36352,70555.0,TXN-0000473
2025-11-19,2025-11-21,BANK / DP CHARGES,1762,,68793.0,TXN-0000474
2025-11-15,2025-11-15,PAYOUT TO CLIENT,76177,,-7384.0,TXN-0000475
2025-11-17,2025-11-17,MISC ADJUSTMENT,,20792,13408.0,TXN-0000476
2025-11-23,2025-11-23,BANK / DP CHARGES,1027,,12381.0,TXN-0000477
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,56495,68876.0,TXN-0000478
2025-11-19,2025-11-20,BANK / DP CHARGES,1354,,67522.0,TXN-0000479
2025-11-21,2025-11-23,PAYOUT TO CLIENT,194658,,-127136.0,TXN-0000480
2025-11-17,2025-11-17,BANK / DP CHARGES,1832,,-128968.0,TXN-0000481
2025-11-22,2025-11-23,BANK / DP CHARGES,1887,,-130855.0,TXN-0000482
2025-11-19,2025-11-20,CLIENT FUNDING - RTGS,,204499,73644.0,TXN-0000483
2025-11-22,2025-11-22,MISC ADJUSTMENT,,19725,93369.0,TXN-0000484
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,123730,,-30361.0,TXN-0000485
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,142845,112484.0,TXN-0000486
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,84070,,28414.0,TXN-0000487
2025-11-29,2025-11-29,MISC ADJUSTMENT,30977,,-2563.0,TXN-0000488
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,60656,58093.0,TXN-0000489
2025-11-21,2025-11-23,BROKERAGE / TRADE SETTLEMENT,10253,,47840.0,TXN-0000490
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,105376,153216.0,TXN-0000491
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,231624,384840.0,TXN-0000492
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,78284,463124.0,TXN-0000493
2025-11-24,2025-11-24,BANK / DP CHARGES,329,,462795.0,TXN-0000494
2025-11-21,2025-11-22,PAYOUT TO CLIENT,38175,,424620.0,TXN-0000495
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,175127,599747.0,TXN-0000496
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,18119,,581628.0,TXN-0000497
2025-11-26,2025-11-26,BANK / DP CHARGES,1640,,579988.0,TXN-0000498
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,79208,659196.0,TXN-0000499
2025-11-22,2025-11-22,MISC ADJUSTMENT,25558,,633638.0,TXN-0000500
2025-11-28,2025-11-28,MISC ADJUSTMENT,,40232,673870.0,TXN-0000501
2025-11-19,2025-11-19,BANK / DP CHARGES,1150,,672720.0,TXN-0000502
2025-11-23,2025-11-24,BROKERAGE / TRADE SETTLEMENT,74984,,597736.0,TXN-0000503
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,154005,751741.0,TXN-0000504
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,145915,,605826.0,TXN-0000505
2025-11-15,2025-11-15,BANK / DP CHARGES,1129,,604697.0,TXN-0000506
2025-11-27,2025-11-27,BANK / DP CHARGES,160,,604537.0,TXN-0000507
2025-11-26,2025-11-26,MISC ADJUSTMENT,,30522,635059.0,TXN-0000508
2025-11-15,2025-11-16,MISC ADJUSTMENT,6172,,628887.0,TXN-0000509
2025-11-16,2025-11-16,PAYOUT TO CLIENT,159017,,469870.0,TXN-0000510
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,68159,,401711.0,TXN-0000511
2025-11-21,2025-11-23,PAYOUT TO CLIENT,54425,,347286.0,TXN-0000512
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,63867,,283419.0,TXN-0000513
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,119841,,163578.0,TXN-0000514
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,91921,,71657.0,TXN-0000515
2025-11-16,2025-11-16,MISC ADJUSTMENT,,48776,120433.0,TXN-0000516
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,114630,,5803.0,TXN-0000517
2025-11-26,2025-11-28,MISC ADJUSTMENT,9872,,-4069.0,TXN-0000518
2025-11-18,2025-11-19,MISC ADJUSTMENT,,9033,4964.0,TXN-0000519
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,237940,242904.0,TXN-0000520
2025-11-15,2025-11-16,PAYOUT TO CLIENT,169131,,73773.0,TXN-0000521
2025-11-27,2025-11-28,PAYOUT TO CLIENT,117028,,-43255.0,TXN-0000522
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,186470,143215.0,TXN-0000523
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,80890,224105.0,TXN-0000524
2025-11-25,2025-11-25,PAYOUT TO CLIENT,193843,,30262.0,TXN-0000525
2025-11-21,2025-11-22,CLIENT FUNDING - RTGS,,86062,116324.0,TXN-0000526
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,107142,,9182.0,TXN-0000527
2025-11-18,2025-11-18,MISC ADJUSTMENT,40004,,-30822.0,TXN-0000528
2025-11-23,2025-11-23,MISC ADJUSTMENT,,24258,-6564.0,TXN-0000529
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,292141,285577.0,TXN-0000530
2025-11-28,2025-11-28,PAYOUT TO CLIENT,34419,,251158.0,TXN-0000531
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,195579,446737.0,TXN-0000532
2025-11-22,2025-11-24,CLIENT FUNDING - RTGS,,211753,658490.0,TXN-0000533
2025-11-24,2025-11-24,BANK / DP CHARGES,1722,,656768.0,TXN-0000534
2025-11-26,2025-11-28,PAYOUT TO CLIENT,64274,,592494.0,TXN-0000535
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,79686,672180.0,TXN-0000536
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,213854,886034.0,TXN-0000537
2025-11-17,2025-11-18,PAYOUT TO CLIENT,24157,,861877.0,TXN-0000538
2025-11-27,2025-11-27,BANK / DP CHARGES,1549,,860328.0,TXN-0000539
2025-11-20,2025-11-20,MISC ADJUSTMENT,,16829,877157.0,TXN-0000540
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,273515,1150672.0,TXN-0000541
2025-11-18,2025-11-20,MISC ADJUSTMENT,,19326,1169998.0,TXN-0000542
2025-11-17,2025-11-18,BANK / DP CHARGES,1849,,1168149.0,TXN-0000543
2025-11-28,2025-11-30,PAYOUT TO CLIENT,127029,,1041120.0,TXN-0000544
2025-11-23,2025-11-25,PAYOUT TO CLIENT,154208,,886912.0,TXN-0000545
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,39252,,847660.0,TXN-0000546
2025-11-24,2025-11-24,MISC ADJUSTMENT,,33902,881562.0,TXN-0000547
2025-11-17,2025-11-17,PAYOUT TO CLIENT,170902,,710660.0,TXN-0000548
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,33888,,676772.0,TXN-0000549
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,77701,754473.0,TXN-0000550
2025-11-20,2025-11-20,MISC ADJUSTMENT,47281,,707192.0,TXN-0000551
2025-11-22,2025-11-23,BANK / DP CHARGES,1329,,705863.0,TXN-0000552
2025-11-29,2025-11-29,BANK / DP CHARGES,115,,705748.0,TXN-0000553
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,186847,892595.0,TXN-0000554
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,128354,1020949.0,TXN-0000555
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,69953,,950996.0,TXN-0000556
2025-11-17,2025-11-19,BANK / DP CHARGES,1893,,949103.0,TXN-0000557
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,99124,,849979.0,TXN-0000558
2025-11-17,2025-11-17,BANK / DP CHARGES,493,,849486.0,TXN-0000559
2025-11-23,2025-11-23,PAYOUT TO CLIENT,134457,,715029.0,TXN-0000560
2025-11-29,2025-11-30,BANK / DP CHARGES,1090,,713939.0,TXN-0000561
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,233239,947178.0,TXN-0000562
2025-11-25,2025-11-26,BROKERAGE / TRADE SETTLEMENT,33739,,913439.0,TXN-0000563
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,21570,,891869.0,TXN-0000564
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,59297,951166.0,TXN-0000565
2025-11-19,2025-11-20,PAYOUT TO CLIENT,167167,,783999.0,TXN-0000566
2025-11-22,2025-11-23,BANK / DP CHARGES,1210,,782789.0,TXN-0000567
2025-11-23,2025-11-25,BROKERAGE / TRADE SETTLEMENT,47617,,735172.0,TXN-0000568
2025-11-28,2025-11-28,BANK / DP CHARGES,1760,,733412.0,TXN-0000569
2025-11-28,2025-11-30,MISC ADJUSTMENT,,13792,747204.0,TXN-0000570
2025-11-25,2025-11-27,MISC ADJUSTMENT,43173,,704031.0,TXN-0000571
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,82813,786844.0,TXN-0000572
2025-11-15,2025-11-17,CLIENT FUNDING - RTGS,,114902,901746.0,TXN-0000573
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,44588,,857158.0,TXN-0000574
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,296090,1153248.0,TXN-0000575
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,112065,,1041183.0,TXN-0000576
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,102342,,938841.0,TXN-0000577
2025-11-19,2025-11-19,BANK / DP CHARGES,544,,938297.0,TXN-0000578
2025-11-21,2025-11-21,BANK / DP CHARGES,230,,938067.0,TXN-0000579
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,53154,,884913.0,TXN-0000580
2025-11-26,2025-11-28,PAYOUT TO CLIENT,98028,,786885.0,TXN-0000581
2025-11-27,2025-11-27,BANK / DP CHARGES,1806,,785079.0,TXN-0000582
2025-11-22,2025-11-22,PAYOUT TO CLIENT,125485,,659594.0,TXN-0000583
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,267800,927394.0,TXN-0000584
2025-11-24,2025-11-26,CLIENT FUNDING - RTGS,,82969,1010363.0,TXN-0000585
2025-11-26,2025-11-27,BROKERAGE / TRADE SETTLEMENT,58482,,951881.0,TXN-0000586
2025-11-26,2025-11-26,PAYOUT TO CLIENT,130643,,821238.0,TXN-0000587
2025-11-16,2025-11-18,CLIENT FUNDING - RTGS,,269133,1090371.0,TXN-0000588
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,82552,,1007819.0,TXN-0000589
2025-11-18,2025-11-20,MISC ADJUSTMENT,14375,,993444.0,TXN-0000590
2025-11-23,2025-11-24,MISC ADJUSTMENT,6292,,987152.0,TXN-0000591
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,48736,,938416.0,TXN-0000592
2025-11-16,2025-11-16,BANK / DP CHARGES,447,,937969.0,TXN-0000593
2025-11-19,2025-11-19,PAYOUT TO CLIENT,50514,,887455.0,TXN-0000594
